ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
734,Acer,Extensa EX2540-58KR,Notebook,15.6,1049088,4,Windows 10,2.4,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
735,Lenovo,ThinkPad 13,Notebook,13.3,2073600,8,Windows 10,1.44,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
736,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,1.85,Intel Core i7,Intel HD Graphics, HDD,1000,ideal price
737,HP,ZBook 15,Workstation,15.6,2073600,16,Windows 10,2.6,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
738,Dell,Inspiron 5379,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.55,Intel Core i5,Intel UHD Graphics, HDD,1000,ideal price
739,MSI,GS63VR 7RF,Gaming,15.6,2073600,16,Windows 10,1.8,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
740,Acer,Aspire ES1-572,Notebook,15.6,1049088,4,Windows 10,2.4,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
741,Dell,Inspiron 7560,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
742,Dell,Vostro 3568,Notebook,15.6,1049088,8,Windows 10,2,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
743,Toshiba,Tecra X40-D-10G,Notebook,14,2073600,8,Windows 10,1.25,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
744,Lenovo,Flex 5,2 in 1 Convertible,14,2073600,8,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
745,Lenovo,Thinkpad P51s,Workstation,15.6,8294400,16,Windows 10,2.5,Intel Core i7,Nvidia Quadro, SSD,1000,very expensive
746,Acer,Chromebook 14,Notebook,14,1049088,2,Chrome OS,1.68,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
747,Samsung,Notebook 9,Ultrabook,13.3,2073600,16,Windows 10,0.81,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
748,HP,250 G6,Notebook,15.6,2073600,8,Windows 10,1.86,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
749,Dell,Latitude 5480,Notebook,14,1049088,8,Windows 10,1.6,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
750,HP,Zbook 17,Workstation,17.3,2073600,16,Windows 7,3,Other,Nvidia Quadro, SSD,256,very expensive
751,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1049088,4,Windows 10,1.4,Intel Celeron,Intel HD Graphics, SSD,128,inexpensive
752,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 10,1.84,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
753,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1049088,4,No OS,2.45,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
754,Lenovo,Thinkpad T460,Ultrabook,14,2073600,4,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,180,moderetly expensive
755,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1049088,4,Windows 10,2.37,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
756,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,5760000,8,Windows 10,1.3,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
757,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
758,HP,ZBook 15,Workstation,15.6,2073600,8,Windows 7,2.59,Intel Core i7,Nvidia Quadro, SSD,256,expinsive
759,Dell,Alienware 17,Gaming,15.6,8294400,16,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
760,Acer,Aspire 3,Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
761,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
762,Dell,Latitude 7280,Ultrabook,12.5,2073600,16,Windows 10,1.18,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
763,Google,Pixelbook (Core,Ultrabook,12.3,3840000,8,Chrome OS,1.1,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
764,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,5760000,8,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
765,Dell,Latitude 3380,Notebook,13.3,1049088,4,Windows 10,1.65,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
766,Acer,TravelMate P238-M,Notebook,13.3,1049088,4,Windows 10,1.6,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
767,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1049088,4,Windows 10,2.8,Intel Pentium,Nvidia GeForce Graphics, HDD,1000,inexpensive
768,Dell,Inspiron 7559,Gaming,15.6,8294400,16,Windows 10,2.72,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
769,Samsung,Notebook 9,Ultrabook,13.3,2073600,8,Windows 10,1.31,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
770,Acer,Aspire A315-31,Notebook,15.6,1049088,4,Linux,2.1,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
771,Dell,Inspiron 5567,Notebook,15.6,2073600,16,Windows 10,2.3,Intel Core i7,AMD Radeon Graphics, SSD,256,moderetly expensive
772,Samsung,Notebook 9,2 in 1 Convertible,15,2073600,16,Windows 10,1.71,Intel Core i7,AMD Radeon Graphics, SSD,256,expinsive
773,Toshiba,Tecra A40-C-1E5,Notebook,14,1049088,4,Windows 10,1.75,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
774,Dell,Inspiron 7567,Gaming,15.6,2073600,8,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
775,HP,EliteBook 820,Ultrabook,12.5,1049088,4,Windows 10,1.26,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
776,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,2073600,12,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, HDD,2000,ideal price
777,Lenovo,Thinkpad P50,Notebook,15.6,8294400,16,Windows 7,2.5,Intel Core i7,Nvidia Quadro, SSD,512,very expensive
778,Acer,Swift 3,Notebook,14,2073600,4,Windows 10,1.8,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
779,Razer,Blade Pro,Gaming,14,2073600,16,Windows 10,1.95,Intel Core i7,Nvidia GeForce Graphics, SSD,512,very expensive
780,Asus,Vivobook Max,Notebook,15.6,2073600,8,Windows 10,2,Intel Pentium,Intel HD Graphics, SSD,128,ideal price
781,Dell,Alienware 17,Gaming,17.3,2073600,32,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,2000,very expensive
782,Asus,Rog G752VS-BA171T,Gaming,17.3,2073600,16,Windows 10,4.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
783,Toshiba,Tecra Z40-C-161,Ultrabook,14,2073600,16,Windows 10,1.47,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
784,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1049088,8,No OS,2.2,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
785,Lenovo,ThinkPad T470s,Ultrabook,14,2073600,16,Windows 10,1.7,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
786,MSI,GS43VR 7RE,Gaming,14,2073600,16,Windows 10,1.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
787,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
788,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,4,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
789,Acer,Predator G9-793,Gaming,17.3,2073600,16,Windows 10,4.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
790,Dell,Inspiron 7567,Gaming,15.6,2073600,8,Windows 10,2.62,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
791,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,2073600,8,Windows 10,2.24,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
792,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14,2073600,4,Windows 10,1.22,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
793,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.37,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
794,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,2073600,8,Windows 10,2.08,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
795,Apple,"MacBook 12""",Ultrabook,12,3317760,8,Mac OS X,0.92,Intel Core M,Intel HD Graphics, Flash Storage,512,moderetly expensive
796,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,8,Windows 10,1.42,Intel Core i5,Intel HD Graphics, SSD,256,very expensive
797,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,1049088,4,Windows 10,1.63,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
798,Dell,Latitude 3580,Notebook,15.6,1049088,8,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
799,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,2073600,8,Windows 10,1.38,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
800,Dell,Vostro 5568,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i3,AMD Radeon Graphics, SSD,256,ideal price
801,HP,ZBook 17,Workstation,15.6,2073600,8,Windows 10,3.14,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
802,Asus,Pro P2540UA-XS51,Notebook,15.6,2073600,8,Windows 10,2.37,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
803,Dell,XPS 13,Ultrabook,13.3,2073600,8,Windows 10,1.29,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
804,Dell,XPS 15,Notebook,15.6,8294400,8,Windows 10,2.06,Intel Core i5,Nvidia GeForce Graphics, SSD,256,expinsive
805,Dell,Latitude 3180,Netbook,11.6,1049088,4,Windows 10,1.63,Intel Pentium,Intel HD Graphics, SSD,128,ideal price
806,HP,EliteBook 820,Netbook,12.5,1049088,8,Windows 10,1.26,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
807,Toshiba,Satellite Pro,Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
808,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1049088,8,Windows 10,2.04,AMD A-Series,AMD Radeon Graphics, HDD,2000,ideal price
809,Dell,Inspiron 7567,Gaming,15.6,8294400,16,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
810,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,2073600,4,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
811,HP,Omen 17-an012dx,Gaming,17.3,2073600,12,Windows 10,3.74,Intel Core i7,AMD Radeon Graphics, HDD,1000,expinsive
812,MSI,GE72MVR 7RG,Gaming,17.3,2073600,16,Windows 10,2.9,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
813,Samsung,Notebook 9,Ultrabook,13.3,2073600,8,Windows 10,0.81,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
814,Dell,Vostro 5568,Notebook,15.6,2073600,8,Windows 10,1.98,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
815,Dell,Vostro 3568,Notebook,15.6,2073600,8,Windows 10,2.18,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
816,Lenovo,Thinkpad T470s,Ultrabook,14,2073600,8,Windows 10,1.32,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
817,Razer,Blade Stealth,Ultrabook,12.5,8294400,16,Windows 10,1.29,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
818,HP,Chromebook 11,Netbook,11.6,1049088,4,Chrome OS,1.23,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
819,Dell,Alienware 17,Gaming,17.3,2073600,16,Windows 10,4.36,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
820,Dell,Latitude 3480,Notebook,14,1049088,4,Windows 10,1.76,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
821,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
822,Toshiba,Tecra X40-D-10Z,Ultrabook,14,1049088,4,Windows 10,1.25,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
823,Lenovo,Thinkpad X1,Ultrabook,14,2073600,8,Windows 10,1.13,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
824,MSI,GL62M 7RD,Gaming,15.6,2073600,8,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
825,Lenovo,ThinkPad X1,Ultrabook,14,2073600,8,Windows 10,1.13,Intel Core i5,Intel HD Graphics, Flash Storage,256,expinsive
826,Toshiba,Satellite Pro,Notebook,14,1049088,4,Windows 10,1.75,Intel Pentium,Intel HD Graphics, SSD,128,inexpensive
827,Asus,ZenBook Flip,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.1,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
828,Dell,Latitude 3480,Notebook,14,1049088,4,Windows 10,1.76,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
829,Acer,Chromebook 11,Netbook,11.6,1049088,4,Chrome OS,1.35,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
830,Acer,Swift 3,Notebook,14,2073600,8,Windows 10,1.5,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
831,Razer,Blade Pro,Gaming,17.3,8294400,32,Windows 10,3.49,Intel Core i7,Nvidia GeForce Graphics, SSD,512,very expensive
832,Lenovo,Thinkpad X1,Ultrabook,14,3686400,16,Windows 10,1.1,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
833,Asus,VivoBook Max,Notebook,15.6,2073600,4,Linux,2.1,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
834,Lenovo,Thinkpad T460,Notebook,14,2073600,8,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
835,Lenovo,ThinkPad T470s,Notebook,14,2073600,8,Windows 10,1.32,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
836,Dell,Alienware 15,Gaming,15.6,2073600,16,Windows 10,3.21,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
837,Asus,Rog GL702VS-BA023T,Gaming,17.3,2073600,16,Windows 10,2.9,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
838,Toshiba,Satellite Pro,Notebook,15.6,1049088,4,Windows 10,2,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
839,Lenovo,N42-20 Chromebook,Notebook,14,1049088,4,Chrome OS,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
840,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, HDD,128,ideal price
841,Asus,Rog GL702VM-GC017T,Gaming,17.3,2073600,16,Windows 10,2.73,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,expinsive
842,Dell,Alienware 17,Gaming,17.3,2073600,32,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
843,HP,ProBook 470,Notebook,17.3,1440000,8,Windows 10,2.63,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
844,Dell,Vostro 3568,Notebook,15.6,1049088,8,Windows 10,2.18,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
845,HP,EliteBook 840,Ultrabook,14,2073600,8,Windows 7,1.54,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
846,Dell,Vostro 3568,Notebook,15.6,2073600,4,Windows 10,2.18,Intel Core i7,AMD Radeon Graphics, SSD,256,ideal price
847,HP,Chromebook X360,2 in 1 Convertible,11.6,1049088,4,Chrome OS,1.4,Intel Celeron,Intel HD Graphics, Flash Storage,32,ideal price
848,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,2073600,8,Windows 10,1.45,Intel Core i5,Nvidia GeForce Graphics, SSD,512,moderetly expensive
849,HP,EliteBook x360,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.28,Intel Core i5,Intel HD Graphics, SSD,256,very expensive
850,HP,EliteBook 840,Ultrabook,14,2073600,8,Windows 10,1.54,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
851,HP,250 G6,Notebook,15.6,1049088,4,No OS,1.86,Intel Celeron,Intel HD Graphics, SSD,128,inexpensive
852,Asus,Rog GL502VM-DS74,Gaming,15.6,2073600,16,Windows 10,2.1,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
853,Dell,Inspiron 5767,Notebook,17.3,2073600,8,Linux,2.83,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
854,Lenovo,ThinkPad T470p,Ultrabook,14,2073600,8,Windows 10,1.96,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
855,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
856,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
857,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1049088,4,Windows 10,2,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
858,HP,EliteBook x360,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.28,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
859,Dell,Inspiron 5368,Notebook,13.3,2073600,8,Windows 10,1.62,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
860,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,2073600,4,No OS,2.2,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
861,Lenovo,ThinkPad E570,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
862,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 10,1.84,Intel Core i5,AMD Radeon Graphics, SSD,256,moderetly expensive
863,Toshiba,Portege X30-D-10X,Notebook,13.3,2073600,4,Windows 10,1.05,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
864,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,No OS,2.5,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
865,Dell,XPS 13,Ultrabook,13.3,5760000,16,Windows 10,1.29,Intel Core i7,Intel Iris Graphics, SSD,512,very expensive
866,HP,Probook 450,Notebook,15.6,2073600,4,Windows 10,2.07,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
867,Toshiba,Port g  Z30-C-188,Ultrabook,13.3,1049088,8,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
868,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.37,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
869,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,2073600,8,Windows 10,1.56,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
870,Dell,Precision 3520,Workstation,15.6,2073600,8,Windows 10,2.23,Intel Core i7,Nvidia Quadro, HDD,1000,expinsive
871,Lenovo,ThinkPad L570,Notebook,15.6,1049088,4,Windows 10,2.38,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
872,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,2073600,4,No OS,2.2,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
873,Toshiba,Tecra A50-D-11D,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
874,Lenovo,Thinkpad 13,Notebook,13.3,2073600,4,Windows 10,1.44,Intel Core i3,Intel HD Graphics, SSD,180,ideal price
875,Samsung,Notebook 9,Ultrabook,15,2073600,16,Windows 10,1.23,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
876,Dell,Latitude 7280,Ultrabook,12.5,2073600,8,Windows 10,1.6,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
877,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1049088,4,Linux,2,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
878,Xiaomi,Mi Notebook,Ultrabook,13.3,2073600,8,Windows 10,1.28,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
879,Dell,Vostro 5568,Notebook,15.6,2073600,4,Windows 10,2.18,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
880,HP,ProBook 450,Notebook,15.6,2073600,4,Windows 10,2.04,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
881,HP,EliteBook x360,2 in 1 Convertible,13.3,2073600,4,Windows 10,1.28,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
882,HP,Pavilion x360,2 in 1 Convertible,15.6,1049088,4,Windows 10,2.3,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
883,Asus,VivoBook L402NA,Notebook,14.1,1049088,4,Windows 10,1.65,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
884,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
885,Dell,Inspiron 3552,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
886,HP,EliteBook x360,2 in 1 Convertible,13.3,2073600,4,Windows 10,1.28,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
887,Dell,Vostro 3568,Notebook,15.6,1049088,4,Linux,2.18,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
888,Asus,Rog GL753VD-GC082T,Gaming,17.3,2073600,12,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
889,Acer,Chromebook C731-C78G,Netbook,11.6,1049088,4,Chrome OS,1.25,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
890,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1440000,4,Windows 10,2.8,AMD A-Series,AMD Radeon Graphics, HDD,500,inexpensive
891,HP,Probook 640,Notebook,14,2073600,4,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
892,HP,Envy x360,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.42,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
893,Samsung,Notebook 9,Ultrabook,15,2073600,8,Windows 10,1.17,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
894,Lenovo,ThinkPad T470s,Ultrabook,14,2073600,8,Windows 10,1.32,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
895,MSI,GS73VR Stealth,Gaming,17.3,8294400,16,Windows 10,2.43,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,2512,very expensive
896,Toshiba,Portege X30-D-10V,Notebook,13.3,2073600,8,Windows 10,1.05,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
897,Dell,Inspiron 7567,Gaming,15.6,2073600,8,Linux,2.62,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
898,HP,ProBook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
899,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i3,AMD Radeon Graphics, HDD,1000,ideal price
900,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
901,Dell,XPS 13,2 in 1 Convertible,13.3,5760000,8,Windows 10,1.24,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
902,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,2073600,32,Windows 10,3.58,Intel Core i7,Nvidia GeForce Graphics, SSD  SSD,512,moderetly expensive
903,Dell,XPS 13,2 in 1 Convertible,13.3,2073600,16,Windows 10,1.22,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
904,Lenovo,ThinkPad X1,Ultrabook,14,2073600,8,Windows 10,1.13,Intel Core i7,Intel HD Graphics, Flash Storage,256,very expensive
905,Lenovo,ThinkPad T570,Notebook,15.6,2073600,8,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,512,expinsive
906,LG,Gram 15Z970,Ultrabook,15.6,2073600,16,Windows 10,1.08,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
907,HP,Elitebook 820,Netbook,12.5,2073600,8,Windows 10,1.26,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
908,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,2073600,4,Chrome OS,2.2,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
909,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,2073600,8,Windows 10,2.6,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
910,LG,Gram 14Z970,Ultrabook,14,2073600,8,Windows 10,0.98,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
911,Dell,Latitude 5480,Notebook,14,2073600,8,Windows 10,1.6,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
912,HP,Elitebook Folio,Ultrabook,12.5,8294400,8,Windows 10,1.09,Intel Core M,Intel HD Graphics, SSD,240,very expensive
913,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,2073600,6,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
914,HP,ProBook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
915,Acer,Aspire E5-575,Notebook,15.6,2073600,4,Windows 10,2.4,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
916,Lenovo,ThinkPad 13,Notebook,13.3,2073600,4,Windows 10,1.44,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
917,HP,Probook 430,Notebook,13.3,2073600,8,Windows 10,1.49,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
918,MSI,GE72VR 6RF,Gaming,17.3,2073600,16,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
919,Dell,Inspiron 7567,Gaming,15.6,2073600,16,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
