"Company","TypeName","Inches","ScreenResolution","Ram","OpSys","Weight","Price_euros","CPU","GPU","MemoryType","MemorySize","price"
"Lenovo","Ultrabook",14,2073600,16,"Windows 10",1.7,2299,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"MSI","Gaming",14,2073600,16,"Windows 10",1.6,1891,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1089,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Gaming",15.6,2073600,4,"Windows 10",2.4,999,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Acer","Gaming",17.3,2073600,16,"Windows 10",4.2,2299,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.62,985,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Asus","Gaming",15.6,2073600,8,"Windows 10",2.24,1339,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Vero","Notebook",14,2073600,4,"Windows 10",1.22,202.9,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.37,1970,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","2 in 1 Convertible",15.6,2073600,8,"Windows 10",2.08,959,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"Apple","Ultrabook",12,3317760,8,"Mac OS X",0.92,1165,"Intel Core M","Intel HD Graphics"," Flash Storage",512,"moderetly expensive"
"Lenovo","2 in 1 Convertible",14,3686400,8,"Windows 10",1.42,2330,"Intel Core i5","Intel HD Graphics"," SSD",256,"very expensive"
"Asus","Notebook",14,1049088,4,"Windows 10",1.63,299,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",1.95,810,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","2 in 1 Convertible",13.9,2073600,8,"Windows 10",1.38,1349,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2,739,"Intel Core i3","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","Workstation",15.6,2073600,8,"Windows 10",3.14,2064.9,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2.37,1099,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.29,1499,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,8294400,8,"Windows 10",2.06,1749,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Dell","Netbook",11.6,1049088,4,"Windows 10",1.63,744,"Intel Pentium","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Netbook",12.5,1049088,8,"Windows 10",1.26,1389,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Toshiba","Notebook",15.6,1049088,4,"Windows 10",2.1,780,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,1049088,8,"Windows 10",2.04,629,"AMD A-Series","AMD Radeon Graphics"," HDD",2000,"ideal price"
"Dell","Gaming",15.6,8294400,16,"Windows 10",2.62,1679,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.4,609,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Gaming",17.3,2073600,12,"Windows 10",3.74,1749,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"expinsive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.9,2415,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"Samsung","Ultrabook",13.3,2073600,8,"Windows 10",0.81,1499,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.98,961,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.18,789.81,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.32,1859,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Razer","Ultrabook",12.5,8294400,16,"Windows 10",1.29,1799,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"HP","Netbook",11.6,1049088,4,"Chrome OS",1.23,385,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"Dell","Gaming",17.3,2073600,16,"Windows 10",4.36,2505.02,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"Dell","Notebook",14,1049088,4,"Windows 10",1.76,755,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.1,489.9,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Toshiba","Ultrabook",14,1049088,4,"Windows 10",1.25,1090,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.13,2499,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.4,1199,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.13,1875,"Intel Core i5","Intel HD Graphics"," Flash Storage",256,"expinsive"
"Toshiba","Notebook",14,1049088,4,"Windows 10",1.75,499,"Intel Pentium","Intel HD Graphics"," SSD",128,"inexpensive"
"Asus","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.1,1358,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",14,1049088,4,"Windows 10",1.76,585,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Acer","Netbook",11.6,1049088,4,"Chrome OS",1.35,355,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Acer","Notebook",14,2073600,8,"Windows 10",1.5,619,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Razer","Gaming",17.3,8294400,32,"Windows 10",3.49,5499,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"very expensive"
"Lenovo","Ultrabook",14,3686400,16,"Windows 10",1.1,2099,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Notebook",15.6,2073600,4,"Linux",2.1,519,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.7,1186,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.32,1650,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",3.21,2774.63,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.9,2419,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Toshiba","Notebook",15.6,1049088,4,"Windows 10",2,669,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",14,1049088,4,"Chrome OS",1.5,325,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2.3,590,"Intel Core i5","Intel HD Graphics"," HDD",128,"ideal price"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.73,1799,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"expinsive"
"Dell","Gaming",17.3,2073600,32,"Windows 10",4.42,3072.89,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"HP","Notebook",17.3,1440000,8,"Windows 10",2.63,910,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2.18,713.99,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Ultrabook",14,2073600,8,"Windows 7",1.54,1870,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.18,739,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","2 in 1 Convertible",11.6,1049088,4,"Chrome OS",1.4,615,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"ideal price"
"Asus","Ultrabook",13.3,2073600,8,"Windows 10",1.45,1026,"Intel Core i5","Nvidia GeForce Graphics"," SSD",512,"moderetly expensive"
"HP","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.28,2277,"Intel Core i5","Intel HD Graphics"," SSD",256,"very expensive"
"HP","Ultrabook",14,2073600,8,"Windows 10",1.54,1468,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"No OS",1.86,299,"Intel Celeron","Intel HD Graphics"," SSD",128,"inexpensive"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.1,1899,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Dell","Notebook",17.3,2073600,8,"Linux",2.83,865,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.96,1903,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2.3,787,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.9,945,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2,449,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.28,2559,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Dell","Notebook",13.3,2073600,8,"Windows 10",1.62,649,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"No OS",2.2,469,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,850.66,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.84,1349,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"moderetly expensive"
"Toshiba","Notebook",13.3,2073600,4,"Windows 10",1.05,1285,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Lenovo","Gaming",15.6,2073600,8,"No OS",2.5,1017,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"Dell","Ultrabook",13.3,5760000,16,"Windows 10",1.29,2240,"Intel Core i7","Intel Iris Graphics"," SSD",512,"very expensive"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.07,910,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Toshiba","Ultrabook",13.3,1049088,8,"Windows 10",1.2,1095,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.37,1950,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Acer","Notebook",14,2073600,8,"Windows 10",1.56,902,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Workstation",15.6,2073600,8,"Windows 10",2.23,1778,"Intel Core i7","Nvidia Quadro"," HDD",1000,"expinsive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.38,1055,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,4,"No OS",2.2,479,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Toshiba","Notebook",15.6,2073600,8,"Windows 10",2,1388,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",13.3,2073600,4,"Windows 10",1.44,735,"Intel Core i3","Intel HD Graphics"," SSD",180,"ideal price"
"Samsung","Ultrabook",15,2073600,16,"Windows 10",1.23,1849,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Dell","Ultrabook",12.5,2073600,8,"Windows 10",1.6,1690,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Asus","Notebook",15.6,1049088,4,"Linux",2,398.99,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"Xiaomi","Ultrabook",13.3,2073600,8,"Windows 10",1.28,935,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.18,912.5,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.04,839,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"HP","2 in 1 Convertible",13.3,2073600,4,"Windows 10",1.28,1700,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","2 in 1 Convertible",15.6,1049088,4,"Windows 10",2.3,684.8,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Notebook",14.1,1049088,4,"Windows 10",1.65,348,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.2,669,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.2,369,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"HP","2 in 1 Convertible",13.3,2073600,4,"Windows 10",1.28,1799,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.18,455.7,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,12,"Windows 10",2.2,1369.9,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Acer","Netbook",11.6,1049088,4,"Chrome OS",1.25,297,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",17.3,1440000,4,"Windows 10",2.8,379,"AMD A-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"HP","Notebook",14,2073600,4,"Windows 10",1.95,1265,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"HP","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.42,1399,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Samsung","Ultrabook",15,2073600,8,"Windows 10",1.17,1699,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.32,1799,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"MSI","Gaming",17.3,8294400,16,"Windows 10",2.43,2649,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",2512,"very expensive"
"Toshiba","Notebook",13.3,2073600,8,"Windows 10",1.05,1475,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Gaming",15.6,2073600,8,"Linux",2.62,929,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,900,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,614,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.9,935,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Dell","2 in 1 Convertible",13.3,5760000,8,"Windows 10",1.24,2013.1,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Gaming",17.3,2073600,32,"Windows 10",3.58,1279,"Intel Core i7","Nvidia GeForce Graphics"," SSD  SSD",512,"moderetly expensive"
"Dell","2 in 1 Convertible",13.3,2073600,16,"Windows 10",1.22,1649,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.13,2049,"Intel Core i7","Intel HD Graphics"," Flash Storage",256,"very expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",1.95,1962.99,"Intel Core i5","Intel HD Graphics"," SSD",512,"expinsive"
"LG","Ultrabook",15.6,2073600,16,"Windows 10",1.08,2099,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"HP","Netbook",12.5,2073600,8,"Windows 10",1.26,1483,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Acer","Notebook",15.6,2073600,4,"Chrome OS",2.2,359,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.6,789,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"LG","Ultrabook",14,2073600,8,"Windows 10",0.98,1899,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Notebook",14,2073600,8,"Windows 10",1.6,1205,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Ultrabook",12.5,8294400,8,"Windows 10",1.09,3100,"Intel Core M","Intel HD Graphics"," SSD",240,"very expensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.2,789,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,1018.99,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.4,499,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Lenovo","Notebook",13.3,2073600,4,"Windows 10",1.44,881,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Notebook",13.3,2073600,8,"Windows 10",1.49,960,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.7,1599,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",2.6,1349,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1119.91,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,684.99,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Ultrabook",15.6,2073600,8,"Windows 10",1.84,1296.99,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"moderetly expensive"
"HP","Ultrabook",13.3,5760000,8,"Windows 10",1.39,1149,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Toshiba","Notebook",15.6,2073600,16,"Windows 10",2.4,1975,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.37,1825,"Intel Core i5","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",1.95,729.9,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Ultrabook",12.5,2073600,8,"Windows 10",1.36,1650,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.31,1165,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,708.06,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",14,1049088,4,"Windows 10",1.95,1149,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.2,309,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","Ultrabook",12.5,2073600,4,"Windows 10",1.26,1579,"Intel Core i5","Intel HD Graphics"," HDD",500,"expinsive"
"HP","Notebook",15.6,1049088,4,"No OS",1.86,288.9,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
"Lenovo","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.3,1799,"Intel Core i7","Intel Iris Graphics"," SSD",1000,"expinsive"
"Toshiba","Notebook",14,2073600,4,"Windows 10",1.47,1105,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"HP","Netbook",12.5,2073600,8,"Windows 10",1.26,1669,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,558.6,"Intel Core i3","Intel HD Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1199,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Ultrabook",14,2073600,8,"Windows 10",1.36,1639,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Gaming",17.3,3686400,16,"Windows 10",4.36,2758,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"HP","Gaming",17.3,2073600,8,"Windows 10",2.75,1399,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Asus","Notebook",17.3,1440000,4,"Windows 10",2.8,530,"Intel Pentium","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.23,619,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Toshiba","Notebook",15.6,1049088,8,"Windows 10",2.2,1119,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","2 in 1 Convertible",11.3,2073600,8,"Windows 10",1.1,1299,"Intel Core M","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Gaming",15.6,2073600,16,"Windows 10",2.5,999,"Other","AMD Radeon Graphics"," SSD&HDD",1512,"ideal price"
"Dell","Ultrabook",12.5,2073600,8,"Windows 10",1.36,1472.2,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,8,"No OS",2.2,685,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",17.3,1440000,4,"Windows 10",2.36,659,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Acer","Notebook",14,1049088,4,"Chrome OS",1.68,349,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"HP","Workstation",15.6,2073600,8,"Windows 10",2,2249,"Intel Core i7","Nvidia Quadro"," SSD",8,"very expensive"
"Dell","Ultrabook",14,2073600,8,"Windows 10",1.36,1775,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Toshiba","Notebook",13.3,2073600,8,"Windows 7",1.2,1460,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","2 in 1 Convertible",12.5,2073600,8,"Chrome OS",1.2,1159,"Intel Core M","Intel HD Graphics"," Flash Storage",64,"moderetly expensive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.7,1488.99,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Gaming",17.3,8294400,16,"Windows 10",4.36,3154,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"Dell","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.24,1899,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","2 in 1 Convertible",11.6,1049088,4,"Windows 10",1.45,775,"Intel Pentium","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Ultrabook",13.3,5760000,8,"Windows 10",1.3,1268,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","2 in 1 Convertible",11.6,1049088,4,"Chrome OS",1.25,389,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Toshiba","Notebook",13.3,2073600,8,"Windows 10",1.2,1535,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Ultrabook",12.5,2073600,8,"Windows 10",1.36,1760,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Acer","Notebook",15.6,2073600,12,"Windows 10",2.4,1009,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Toshiba","Ultrabook",12.5,2073600,8,"Windows 10",1.1,1790,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"HP","Notebook",15.6,1049088,8,"Windows 10",2.04,846.5,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Linux",2.25,465.62,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",1.9,825,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.04,685,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Dell","Gaming",17.3,2073600,32,"Windows 10",4.42,3149,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.4,695,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.22,1899,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Ultrabook",14,3686400,8,"Windows 10",1.5,1962.98,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Gaming",17.3,2073600,32,"Windows 10",4.42,2800,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Toshiba","Notebook",14,2073600,8,"Windows 10",1.95,1180,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.73,2049.9,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,979,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"Lenovo","Notebook",14,1049088,4,"Windows 7",1.7,1002,"Intel Core i5","Intel HD Graphics"," Hybrid",508,"moderetly expensive"
"Asus","2 in 1 Convertible",15.6,8294400,16,"Windows 10",2.3,1799,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",2512,"expinsive"
"HP","Notebook",15.6,1049088,6,"Windows 10",2.04,579,"Intel Core i7","Intel HD Graphics"," HDD",1000,"ideal price"
